id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-4424086003;არწივის ხეობა;კახეთი;nature;ხედი;"[""ხედი"",""კახეთი""]";true;true;4.4;ხედი — კახეთი.;{};89.82;81.50;2026-08-03 10:38:42.238563+00;41.49038;46.0977
osm-4424706789;ქვის ცხენი;ქვემო ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""ქვემო ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — ქვემო ქართლი.;{};66.56;80.80;2026-08-03 10:38:42.238563+00;41.50872;44.49287
osm-4425316092;ქვის ცხვარი;ქვემო ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""ქვემო ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — ქვემო ქართლი.;{};66.66;80.84;2026-08-03 10:38:42.238563+00;41.50783;44.49951
osm-4425316093;ტეტრალიტი (სამი ქვა);ქვემო ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""ქვემო ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — ქვემო ქართლი.;{};66.64;80.88;2026-08-03 10:38:42.238563+00;41.50667;44.498
osm-4425326092;კონცხის ბოლო: პანორამული გადასახედი;ქვემო ქართლი;nature;ხედი;"[""ხედი"",""ქვემო ქართლი""]";true;true;4.4;ხედი — ქვემო ქართლი.;{};66.80;80.86;2026-08-03 10:38:42.238563+00;41.50718;44.50945
osm-4425354790;"""სასახლეები""";ქვემო ქართლი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""ქვემო ქართლი""]";true;true;4.4;ღირსშესანიშნაობა — ქვემო ქართლი.;{};66.66;80.88;2026-08-03 10:38:42.238563+00;41.50675;44.49951
osm-4425358989;პანორამული გადმოსახედი;ქვემო ქართლი;nature;ხედი;"[""ხედი"",""ქვემო ქართლი""]";true;true;4.4;ხედი — ქვემო ქართლი.;{};66.76;80.87;2026-08-03 10:38:42.238563+00;41.50687;44.50645
osm-4430393491;მოთენას მღვიმე;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};36.11;44.28;2026-08-03 10:38:42.238563+00;42.47654;42.39129
osm-4437663534;პანორამული ხედი მაზერის დიდ ჩანჩქერზე;სვანეთი;nature;ხედი;"[""ხედი"",""სვანეთი""]";true;true;4.4;ხედი — სვანეთი.;{};39.05;19.74;2026-08-03 10:38:42.238563+00;43.12693;42.59461
osm-4441996090;საკალანდარიშვილოს ციხე;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};31.57;51.52;2026-08-03 10:38:42.238563+00;42.28461;42.07863
osm-4610058085;საგრიმიორო No 406;თბილისი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""თბილისი""]";true;true;4.4;ღირსშესანიშნაობა — თბილისი.;{};70.96;73.16;2026-08-03 10:38:42.238563+00;41.71135;44.79631
osm-4640468843;ჭიაურის სამონადირეო მეურნეობა;კახეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""კახეთი""]";true;true;4.4;ღირსშესანიშნაობა — კახეთი.;{};89.35;72.91;2026-08-03 10:38:42.238563+00;41.71796;46.06511
osm-4646089594;საცალფეხო ხიდი;აჭარა;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""აჭარა""]";true;true;4.4;ღირსშესანიშნაობა — აჭარა.;{};25.59;79.03;2026-08-03 10:38:42.238563+00;41.55558;41.66566
osm-4718256444;წიფლისხევის ჩანჩქერი;კახეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""კახეთი""]";true;true;4.4;ღირსშესანიშნაობა — კახეთი.;{};78.68;70.99;2026-08-03 10:38:42.238563+00;41.76887;45.32875
osm-4734479773;ჭიქაურა;რაჭა-ლეჩხუმი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""რაჭა-ლეჩხუმი""]";true;true;4.4;ღირსშესანიშნაობა — რაჭა-ლეჩხუმი.;{};49.40;50.90;2026-08-03 10:38:42.238563+00;42.30121;43.30892
osm-4790743324;"ტბა ""კალაშიშ ტობა""(კოლიაშის (კალიაშის) ტბა) (ზ.დ.2540 მ.)";სამეგრელო;nature;ხედი;"[""ხედი"",""სამეგრელო""]";true;true;4.4;ხედი — სამეგრელო.;{};34.07;32.23;2026-08-03 10:38:42.238563+00;42.79589;42.2509
osm-4791422824;გოჭიფეს კანიონი მდინარე ტეხურზე;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};33.16;48.48;2026-08-03 10:38:42.238563+00;42.36534;42.18835
osm-4793482725;წისქვილი;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};35.48;42.87;2026-08-03 10:38:42.238563+00;42.51393;42.3484
osm-4793483623;დადიანების სასახლის ნანგრევები;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";true;true;4.4;ღირსშესანიშნაობა — იმერეთი.;{};38.12;45.01;2026-08-03 10:38:42.238563+00;42.45716;42.53038
osm-4793483625;დადიანების ბაღი;იმერეთი;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";true;true;4.4;ღირსშესანიშნაობა — იმერეთი.;{};38.16;45.01;2026-08-03 10:38:42.238563+00;42.45718;42.53325
osm-4793488821;თამაკონის ციხის ( თამაკონიშ ჯიხა) ნანგრევები;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};35.43;44.56;2026-08-03 10:38:42.238563+00;42.46916;42.34457
osm-4799313523;ონიორეს ჩანჩქერი;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};37.08;44.24;2026-08-03 10:38:42.238563+00;42.47758;42.45881
osm-4799559522;ჯორწყუს მღვიმე;სამეგრელო;culture;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""სამეგრელო""]";true;true;4.4;ღირსშესანიშნაობა — სამეგრელო.;{};36.49;43.03;2026-08-03 10:38:42.238563+00;42.50959;42.41768
